,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,time_duration,duration_in_minutes,trip_hour,trip_day,trip_day_num
4798,2019-03-28 21:12:19,2019-03-28 21:14:22,2,0.63,4.0,0.0,0.0,7.8,yellow,cash,Yorkville West,Yorkville West,Manhattan,Manhattan,0 days 00:02:03,2.05,21,Thursday,4
4799,2019-03-22 10:20:17,2019-03-22 10:38:13,2,2.15,12.5,2.0,0.0,17.8,yellow,credit card,UN/Turtle Bay South,Union Sq,Manhattan,Manhattan,0 days 00:17:56,17.933333333333334,10,Friday,5
4800,2019-03-08 19:52:35,2019-03-08 20:03:33,1,1.89,9.5,2.0,0.0,15.8,yellow,credit card,Lower East Side,Midtown South,Manhattan,Manhattan,0 days 00:10:58,10.966666666666667,19,Friday,5
4802,2019-03-31 02:04:07,2019-03-31 02:10:54,6,1.28,7.0,1.0,0.0,11.8,yellow,credit card,Clinton East,West Chelsea/Hudson Yards,Manhattan,Manhattan,0 days 00:06:47,6.783333333333333,2,Sunday,0
4803,2019-03-14 18:41:55,2019-03-14 19:09:02,1,4.3,20.0,0.0,0.0,24.3,yellow,cash,Garment District,Bloomingdale,Manhattan,Manhattan,0 days 00:27:07,27.116666666666667,18,Thursday,4
4804,2019-03-14 13:19:28,2019-03-14 13:35:16,6,5.63,19.0,4.46,0.0,26.76,yellow,credit card,Sutton Place/Turtle Bay North,Seaport,Manhattan,Manhattan,0 days 00:15:48,15.8,13,Thursday,4
4805,2019-03-01 06:46:57,2019-03-01 06:50:12,1,1.02,5.0,1.66,0.0,9.96,yellow,credit card,Midtown East,Union Sq,Manhattan,Manhattan,0 days 00:03:15,3.25,6,Friday,5
4806,2019-03-11 14:00:51,2019-03-11 14:05:22,1,0.49,4.5,0.0,0.0,7.8,yellow,cash,Midtown East,Murray Hill,Manhattan,Manhattan,0 days 00:04:31,4.516666666666667,14,Monday,1
4807,2019-03-03 00:19:34,2019-03-03 00:48:51,1,9.16,29.0,3.0,0.0,35.8,yellow,credit card,Clinton East,Brooklyn Heights,Manhattan,Brooklyn,0 days 00:29:17,29.283333333333335,0,Sunday,0
4808,2019-03-12 05:36:56,2019-03-12 05:42:01,3,1.21,6.5,2.06,0.0,12.36,yellow,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:05:05,5.083333333333333,5,Tuesday,2
4809,2019-03-06 10:18:15,2019-03-06 10:26:49,1,1.2,7.5,2.15,0.0,12.95,yellow,credit card,Union Sq,West Chelsea/Hudson Yards,Manhattan,Manhattan,0 days 00:08:34,8.566666666666666,10,Wednesday,3
4810,2019-03-02 16:08:03,2019-03-02 16:21:18,1,2.23,10.5,2.76,0.0,16.56,yellow,credit card,Midtown Center,Greenwich Village South,Manhattan,Manhattan,0 days 00:13:15,13.25,16,Saturday,6
4811,2019-03-28 19:17:42,2019-03-28 19:31:57,1,1.49,10.0,2.86,0.0,17.16,yellow,credit card,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan,0 days 00:14:15,14.25,19,Thursday,4
4812,2019-03-12 18:34:19,2019-03-12 18:37:12,1,0.6,4.5,1.75,0.0,10.55,yellow,credit card,Upper West Side North,Manhattan Valley,Manhattan,Manhattan,0 days 00:02:53,2.8833333333333333,18,Tuesday,2
4813,2019-03-03 09:00:08,2019-03-03 09:09:05,6,2.56,9.5,1.5,0.0,14.3,yellow,credit card,Upper West Side North,Upper East Side South,Manhattan,Manhattan,0 days 00:08:57,8.95,9,Sunday,0
4814,2019-03-05 01:00:08,2019-03-05 01:11:32,1,2.7,11.0,3.7,0.0,18.5,yellow,credit card,Times Sq/Theatre District,Yorkville East,Manhattan,Manhattan,0 days 00:11:24,11.4,1,Tuesday,2
4816,2019-03-27 19:03:37,2019-03-27 19:22:52,5,9.73,28.0,5.0,0.0,34.8,yellow,credit card,LaGuardia Airport,Fort Greene,Queens,Brooklyn,0 days 00:19:15,19.25,19,Wednesday,3
4817,2019-03-10 04:05:26,2019-03-10 04:31:25,1,9.97,30.0,6.76,0.0,40.56,yellow,credit card,Lower East Side,Hamilton Heights,Manhattan,Manhattan,0 days 00:25:59,25.983333333333334,4,Sunday,0
4818,2019-03-26 13:46:59,2019-03-26 13:56:22,1,1.69,8.5,0.0,0.0,11.8,yellow,cash,Upper East Side South,Lincoln Square West,Manhattan,Manhattan,0 days 00:09:23,9.383333333333333,13,Tuesday,2
4819,2019-03-30 12:30:53,2019-03-30 12:38:22,1,1.05,6.5,1.96,0.0,11.76,yellow,credit card,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan,0 days 00:07:29,7.483333333333333,12,Saturday,6
4820,2019-03-14 13:21:00,2019-03-14 13:30:15,1,1.37,8.0,0.0,0.0,11.3,yellow,cash,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:09:15,9.25,13,Thursday,4
4821,2019-03-09 20:18:03,2019-03-09 20:22:14,2,0.85,5.0,1.76,0.0,10.56,yellow,credit card,Sutton Place/Turtle Bay North,Murray Hill,Manhattan,Manhattan,0 days 00:04:11,4.183333333333334,20,Saturday,6
4822,2019-03-03 03:07:18,2019-03-03 03:27:44,1,8.6,26.5,0.0,0.0,30.3,yellow,cash,Yorkville West,Belmont,Manhattan,Bronx,0 days 00:20:26,20.433333333333334,3,Sunday,0
4823,2019-03-13 17:27:27,2019-03-13 17:31:08,1,0.68,4.5,2.2,0.0,11.0,yellow,credit card,Lenox Hill East,Lenox Hill West,Manhattan,Manhattan,0 days 00:03:41,3.683333333333333,17,Wednesday,3
4824,2019-03-17 13:16:13,2019-03-17 13:40:32,1,2.9,17.0,0.0,0.0,20.3,yellow,cash,Clinton East,Lenox Hill East,Manhattan,Manhattan,0 days 00:24:19,24.316666666666666,13,Sunday,0
4825,2019-03-22 08:43:39,2019-03-22 08:51:49,1,0.55,6.5,1.96,0.0,11.76,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan,0 days 00:08:10,8.166666666666666,8,Friday,5
4826,2019-03-02 21:42:07,2019-03-02 22:01:15,1,2.5,13.5,3.45,0.0,20.75,yellow,credit card,SoHo,Murray Hill,Manhattan,Manhattan,0 days 00:19:08,19.133333333333333,21,Saturday,6
4827,2019-03-13 21:49:00,2019-03-13 22:02:04,1,2.68,11.0,1.0,0.0,15.8,yellow,credit card,East Chelsea,Alphabet City,Manhattan,Manhattan,0 days 00:13:04,13.066666666666666,21,Wednesday,3
4828,2019-03-03 12:55:38,2019-03-03 13:01:05,1,0.85,5.5,0.0,0.0,8.8,yellow,cash,Midtown Center,Murray Hill,Manhattan,Manhattan,0 days 00:05:27,5.45,12,Sunday,0
4829,2019-03-13 21:44:34,2019-03-13 21:53:19,1,1.35,8.0,2.36,0.0,14.16,yellow,credit card,Midtown East,Upper East Side South,Manhattan,Manhattan,0 days 00:08:45,8.75,21,Wednesday,3
4830,2019-03-11 16:12:06,2019-03-11 16:24:18,1,1.79,9.5,0.0,0.0,13.8,yellow,cash,Upper West Side North,Upper East Side North,Manhattan,Manhattan,0 days 00:12:12,12.2,16,Monday,1
4831,2019-03-11 12:12:50,2019-03-11 12:37:34,1,11.8,33.5,10.6,5.76,53.16,yellow,credit card,Lenox Hill East,Flatbush/Ditmas Park,Manhattan,Brooklyn,0 days 00:24:44,24.733333333333334,12,Monday,1
4832,2019-03-03 18:43:23,2019-03-03 18:48:52,5,0.63,5.5,1.0,0.0,9.8,yellow,credit card,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan,0 days 00:05:29,5.483333333333333,18,Sunday,0
4833,2019-03-25 16:03:46,2019-03-25 16:48:35,1,15.0,46.0,9.55,0.0,57.35,yellow,credit card,JFK Airport,East Williamsburg,Queens,Brooklyn,0 days 00:44:49,44.81666666666667,16,Monday,1
4834,2019-03-27 20:49:05,2019-03-27 21:22:21,2,3.34,21.0,0.0,0.0,24.8,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan,0 days 00:33:16,33.266666666666666,20,Wednesday,3
4835,2019-03-31 11:21:31,2019-03-31 11:27:49,1,1.21,6.5,0.0,0.0,9.8,yellow,cash,Midtown South,Union Sq,Manhattan,Manhattan,0 days 00:06:18,6.3,11,Sunday,0
4836,2019-03-23 08:57:18,2019-03-23 08:57:22,1,0.02,2.5,0.0,0.0,3.3,yellow,cash,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:00:04,0.06666666666666667,8,Saturday,6
4837,2019-03-13 15:56:18,2019-03-13 16:07:15,1,0.94,8.0,0.0,0.0,11.3,yellow,cash,Midtown Center,East Chelsea,Manhattan,Manhattan,0 days 00:10:57,10.95,15,Wednesday,3
4838,2019-03-17 05:14:53,2019-03-17 05:20:50,1,1.6,7.0,2.15,0.0,12.95,yellow,credit card,Lincoln Square East,Penn Station/Madison Sq West,Manhattan,Manhattan,0 days 00:05:57,5.95,5,Sunday,0
4839,2019-03-28 09:20:38,2019-03-28 09:38:59,2,1.27,11.5,0.0,0.0,14.8,yellow,cash,Midtown East,Clinton East,Manhattan,Manhattan,0 days 00:18:21,18.35,9,Thursday,4
4840,2019-03-25 15:01:47,2019-03-25 15:07:31,5,0.9,6.0,2.32,0.0,11.62,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan,0 days 00:05:44,5.733333333333333,15,Monday,1
4841,2019-03-05 10:08:16,2019-03-05 11:08:03,1,9.99,42.0,9.06,0.0,54.36,yellow,credit card,LaGuardia Airport,East Village,Queens,Manhattan,0 days 00:59:47,59.78333333333333,10,Tuesday,2
4843,2019-03-02 12:12:26,2019-03-02 12:20:17,1,1.53,7.5,2.16,0.0,12.96,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan,0 days 00:07:51,7.85,12,Saturday,6
4844,2019-03-24 10:25:43,2019-03-24 10:32:24,6,1.89,7.5,0.54,0.0,11.34,yellow,credit card,Midtown East,Greenwich Village North,Manhattan,Manhattan,0 days 00:06:41,6.683333333333334,10,Sunday,0
4845,2019-03-14 11:56:59,2019-03-14 12:10:31,1,3.1,12.5,0.0,0.0,15.8,yellow,cash,Sutton Place/Turtle Bay North,Long Island City/Hunters Point,Manhattan,Queens,0 days 00:13:32,13.533333333333333,11,Thursday,4
4846,2019-03-05 19:15:34,2019-03-05 19:39:24,1,7.8,26.0,7.2,5.75,43.25,yellow,credit card,LaGuardia Airport,Midtown East,Queens,Manhattan,0 days 00:23:50,23.833333333333332,19,Tuesday,2
4847,2019-03-09 02:24:06,2019-03-09 02:32:33,1,1.4,8.0,0.0,0.0,11.8,yellow,cash,Gramercy,Garment District,Manhattan,Manhattan,0 days 00:08:27,8.45,2,Saturday,6
4848,2019-03-26 18:00:17,2019-03-26 18:15:54,5,2.27,12.0,4.08,0.0,20.38,yellow,credit card,UN/Turtle Bay South,Upper East Side North,Manhattan,Manhattan,0 days 00:15:37,15.616666666666667,18,Tuesday,2
4849,2019-03-01 19:29:50,2019-03-01 19:37:39,1,1.1,6.5,1.2,0.0,12.0,yellow,credit card,UN/Turtle Bay South,Murray Hill,Manhattan,Manhattan,0 days 00:07:49,7.816666666666666,19,Friday,5
4850,2019-03-07 23:11:42,2019-03-07 23:28:15,1,7.16,22.0,1.0,0.0,26.8,yellow,credit card,Clinton East,Washington Heights South,Manhattan,Manhattan,0 days 00:16:33,16.55,23,Thursday,4
4851,2019-03-04 23:42:14,2019-03-05 00:06:23,1,6.0,22.0,0.0,0.0,25.8,yellow,cash,Flatiron,Astoria,Manhattan,Queens,0 days 00:24:09,24.15,23,Monday,1
4852,2019-03-29 20:22:04,2019-03-29 20:46:05,5,2.61,15.5,3.86,0.0,23.16,yellow,credit card,Murray Hill,West Village,Manhattan,Manhattan,0 days 00:24:01,24.016666666666666,20,Friday,5
4853,2019-03-13 15:34:43,2019-03-13 16:34:37,1,14.15,49.5,0.0,5.76,56.06,yellow,credit card,Garment District,Bensonhurst East,Manhattan,Brooklyn,0 days 00:59:54,59.9,15,Wednesday,3
4854,2019-03-05 21:25:00,2019-03-05 21:31:31,1,0.6,5.5,0.0,0.0,9.3,yellow,cash,Lincoln Square East,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:06:31,6.516666666666667,21,Tuesday,2
4855,2019-03-21 20:15:42,2019-03-21 20:23:21,1,1.46,7.5,2.26,0.0,13.56,yellow,credit card,Clinton West,Upper West Side South,Manhattan,Manhattan,0 days 00:07:39,7.65,20,Thursday,4
4856,2019-03-14 19:51:32,2019-03-14 20:03:43,1,2.01,10.0,1.7,0.0,16.0,yellow,credit card,Midtown Center,Yorkville East,Manhattan,Manhattan,0 days 00:12:11,12.183333333333334,19,Thursday,4
4857,2019-03-20 10:41:51,2019-03-20 10:48:53,5,0.68,6.0,0.0,0.0,9.3,yellow,cash,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan,0 days 00:07:02,7.033333333333333,10,Wednesday,3
4858,2019-03-05 19:07:12,2019-03-05 19:26:06,2,4.4,16.5,0.0,0.0,20.8,yellow,cash,Clinton East,Two Bridges/Seward Park,Manhattan,Manhattan,0 days 00:18:54,18.9,19,Tuesday,2
4859,2019-03-19 06:20:22,2019-03-19 06:24:58,1,1.8,7.0,2.5,0.0,12.8,yellow,credit card,Upper East Side North,Midtown North,Manhattan,Manhattan,0 days 00:04:36,4.6,6,Tuesday,2
4860,2019-03-20 15:19:10,2019-03-20 15:22:01,1,0.5,4.0,0.0,0.0,7.3,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan,0 days 00:02:51,2.85,15,Wednesday,3
4861,2019-03-07 15:43:26,2019-03-07 16:10:10,1,7.6,26.5,1.0,0.0,29.3,yellow,credit card,JFK Airport,Kew Gardens Hills,Queens,Queens,0 days 00:26:44,26.733333333333334,15,Thursday,4
4862,2019-03-06 23:37:56,2019-03-06 23:49:59,1,2.41,11.0,0.0,0.0,12.3,yellow,cash,Manhattan Valley,Central Harlem North,Manhattan,Manhattan,0 days 00:12:03,12.05,23,Wednesday,3
4863,2019-03-07 10:18:39,2019-03-07 10:34:06,1,2.3,12.0,0.0,0.0,15.3,yellow,cash,Little Italy/NoLiTa,Downtown Brooklyn/MetroTech,Manhattan,Brooklyn,0 days 00:15:27,15.45,10,Thursday,4
4864,2019-03-15 05:54:27,2019-03-15 05:59:34,1,1.28,6.0,0.0,0.0,9.8,yellow,cash,Murray Hill,East Chelsea,Manhattan,Manhattan,0 days 00:05:07,5.116666666666666,5,Friday,5
4865,2019-03-07 18:42:37,2019-03-07 19:17:06,2,10.18,33.5,5.0,5.76,48.56,yellow,credit card,LaGuardia Airport,East Village,Queens,Manhattan,0 days 00:34:29,34.483333333333334,18,Thursday,4
4866,2019-03-30 10:54:16,2019-03-30 11:03:00,1,1.47,7.5,2.16,0.0,12.96,yellow,credit card,East Chelsea,SoHo,Manhattan,Manhattan,0 days 00:08:44,8.733333333333333,10,Saturday,6
4867,2019-03-08 21:36:11,2019-03-08 21:47:20,1,2.26,10.0,0.0,0.0,13.8,yellow,cash,West Chelsea/Hudson Yards,Upper West Side North,Manhattan,Manhattan,0 days 00:11:09,11.15,21,Friday,5
4868,2019-03-08 07:22:39,2019-03-08 07:34:24,1,1.83,9.5,1.0,0.0,13.8,yellow,credit card,Midtown East,West Chelsea/Hudson Yards,Manhattan,Manhattan,0 days 00:11:45,11.75,7,Friday,5
4869,2019-03-01 21:42:07,2019-03-01 21:59:32,1,5.36,18.5,4.46,0.0,26.76,yellow,credit card,Financial District South,Clinton East,Manhattan,Manhattan,0 days 00:17:25,17.416666666666668,21,Friday,5
4870,2019-03-03 12:20:58,2019-03-03 12:55:58,6,19.94,52.0,0.0,5.76,61.06,yellow,cash,Upper East Side South,JFK Airport,Manhattan,Queens,0 days 00:35:00,35.0,12,Sunday,0
4871,2019-03-20 19:57:49,2019-03-20 20:00:36,1,0.53,4.0,2.34,0.0,10.14,yellow,credit card,Lincoln Square East,Upper West Side South,Manhattan,Manhattan,0 days 00:02:47,2.783333333333333,19,Wednesday,3
4872,2019-03-19 10:22:24,2019-03-19 10:29:30,1,0.87,6.5,0.0,0.0,9.8,yellow,cash,Union Sq,Midtown South,Manhattan,Manhattan,0 days 00:07:06,7.1,10,Tuesday,2
4873,2019-03-18 10:58:46,2019-03-18 11:06:15,1,0.94,6.5,0.0,0.0,9.8,yellow,cash,Midtown South,Midtown Center,Manhattan,Manhattan,0 days 00:07:29,7.483333333333333,10,Monday,1
4874,2019-03-03 20:41:11,2019-03-03 21:00:12,2,3.9,15.5,0.0,0.0,19.3,yellow,cash,Midtown Center,Chinatown,Manhattan,Manhattan,0 days 00:19:01,19.016666666666666,20,Sunday,0
4875,2019-03-10 09:43:57,2019-03-10 09:53:16,3,1.0,7.5,3.2,0.0,14.0,yellow,credit card,Midtown East,Midtown Center,Manhattan,Manhattan,0 days 00:09:19,9.316666666666666,9,Sunday,0
4876,2019-03-26 18:52:19,2019-03-26 19:05:01,2,2.4,11.0,1.5,0.0,16.8,yellow,credit card,Midtown Center,Yorkville East,Manhattan,Manhattan,0 days 00:12:42,12.7,18,Tuesday,2
4877,2019-03-07 11:09:28,2019-03-07 11:19:58,2,0.94,8.0,2.82,0.0,14.12,yellow,credit card,Midtown North,Midtown East,Manhattan,Manhattan,0 days 00:10:30,10.5,11,Thursday,4
4878,2019-03-24 10:15:44,2019-03-24 10:17:22,1,0.4,3.5,0.0,0.0,6.8,yellow,cash,Gramercy,Union Sq,Manhattan,Manhattan,0 days 00:01:38,1.6333333333333333,10,Sunday,0
4879,2019-03-01 09:52:57,2019-03-01 10:08:19,1,2.22,12.0,3.06,0.0,18.36,yellow,credit card,Yorkville East,Midtown East,Manhattan,Manhattan,0 days 00:15:22,15.366666666666667,9,Friday,5
4880,2019-03-07 21:51:01,2019-03-07 22:00:44,1,1.4,8.5,1.1,0.0,13.4,yellow,credit card,Flatiron,Murray Hill,Manhattan,Manhattan,0 days 00:09:43,9.716666666666667,21,Thursday,4
4881,2019-03-10 20:09:00,2019-03-10 20:12:50,1,1.3,5.5,1.4,0.0,10.7,yellow,credit card,Lincoln Square West,Manhattan Valley,Manhattan,Manhattan,0 days 00:03:50,3.8333333333333335,20,Sunday,0
4882,2019-03-20 18:37:46,2019-03-20 19:01:37,5,3.92,18.0,0.0,0.0,22.3,yellow,cash,Lincoln Square West,Union Sq,Manhattan,Manhattan,0 days 00:23:51,23.85,18,Wednesday,3
4883,2019-03-16 11:24:22,2019-03-16 11:46:20,1,5.69,21.0,4.86,0.0,29.16,yellow,credit card,Lenox Hill East,Hudson Sq,Manhattan,Manhattan,0 days 00:21:58,21.966666666666665,11,Saturday,6
4884,2019-03-06 08:49:58,2019-03-06 08:58:39,3,1.4,8.0,0.0,0.0,11.3,yellow,cash,Upper West Side South,Central Park,Manhattan,Manhattan,0 days 00:08:41,8.683333333333334,8,Wednesday,3
4885,2019-03-08 23:05:31,2019-03-08 23:29:42,3,17.41,52.0,0.0,5.76,61.06,yellow,cash,JFK Airport,Murray Hill,Queens,Manhattan,0 days 00:24:11,24.183333333333334,23,Friday,5
4886,2019-03-17 21:29:30,2019-03-17 21:32:50,1,0.91,4.5,1.66,0.0,9.96,yellow,credit card,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan,0 days 00:03:20,3.3333333333333335,21,Sunday,0
4887,2019-03-10 12:21:52,2019-03-10 12:40:49,1,2.39,12.5,3.95,0.0,19.75,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan,0 days 00:18:57,18.95,12,Sunday,0
4888,2019-03-17 00:00:35,2019-03-17 00:19:50,1,1.3,13.0,4.0,0.0,20.8,yellow,credit card,East Village,Two Bridges/Seward Park,Manhattan,Manhattan,0 days 00:19:15,19.25,0,Sunday,0
4889,2019-03-28 12:24:30,2019-03-28 12:28:44,2,0.95,5.0,1.66,0.0,9.96,yellow,credit card,Upper West Side North,Manhattan Valley,Manhattan,Manhattan,0 days 00:04:14,4.233333333333333,12,Thursday,4
4890,2019-03-04 22:09:21,2019-03-04 22:21:22,1,3.53,12.0,4.0,0.0,19.8,yellow,credit card,Lincoln Square West,East Chelsea,Manhattan,Manhattan,0 days 00:12:01,12.016666666666667,22,Monday,1
4891,2019-03-09 18:57:27,2019-03-09 19:04:34,1,1.57,7.0,2.0,0.0,12.3,yellow,credit card,Lenox Hill West,Kips Bay,Manhattan,Manhattan,0 days 00:07:07,7.116666666666666,18,Saturday,6
4892,2019-03-05 09:39:15,2019-03-05 10:22:07,1,2.2,24.5,0.0,0.0,27.8,yellow,credit card,West Chelsea/Hudson Yards,Midtown East,Manhattan,Manhattan,0 days 00:42:52,42.86666666666667,9,Tuesday,2
4893,2019-03-17 08:27:51,2019-03-17 08:35:45,1,1.42,7.5,2.16,0.0,12.96,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan,0 days 00:07:54,7.9,8,Sunday,0
4894,2019-03-21 13:30:44,2019-03-21 13:51:08,1,2.5,14.5,3.56,0.0,21.36,yellow,credit card,West Village,Clinton East,Manhattan,Manhattan,0 days 00:20:24,20.4,13,Thursday,4
4895,2019-03-21 23:38:33,2019-03-21 23:51:01,1,2.25,10.0,2.76,0.0,16.56,yellow,credit card,Greenwich Village South,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,0 days 00:12:28,12.466666666666667,23,Thursday,4
4896,2019-03-30 23:06:55,2019-03-30 23:22:19,1,2.38,12.5,4.08,0.0,20.38,yellow,credit card,Clinton East,Upper West Side North,Manhattan,Manhattan,0 days 00:15:24,15.4,23,Saturday,6
4897,2019-03-21 18:45:13,2019-03-21 18:52:38,5,0.71,6.0,2.06,0.0,12.36,yellow,credit card,Greenwich Village North,East Village,Manhattan,Manhattan,0 days 00:07:25,7.416666666666667,18,Thursday,4
4898,2019-03-30 17:28:57,2019-03-30 17:37:41,1,2.2,9.0,0.0,0.0,12.3,yellow,cash,East Village,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:08:44,8.733333333333333,17,Saturday,6
4899,2019-03-03 20:59:34,2019-03-03 21:02:15,1,0.54,4.0,1.56,0.0,9.36,yellow,credit card,East Chelsea,Clinton East,Manhattan,Manhattan,0 days 00:02:41,2.683333333333333,20,Sunday,0
4900,2019-03-21 17:18:47,2019-03-21 17:49:13,1,1.7,18.5,4.55,0.0,27.35,yellow,credit card,Flatiron,Clinton West,Manhattan,Manhattan,0 days 00:30:26,30.433333333333334,17,Thursday,4
4901,2019-03-01 11:15:24,2019-03-01 11:20:38,2,0.8,5.0,2.05,0.0,10.35,yellow,credit card,Yorkville West,Yorkville West,Manhattan,Manhattan,0 days 00:05:14,5.233333333333333,11,Friday,5
4902,2019-03-08 17:44:34,2019-03-08 17:49:49,1,0.8,5.5,1.95,0.0,11.75,yellow,credit card,Yorkville East,Yorkville West,Manhattan,Manhattan,0 days 00:05:15,5.25,17,Friday,5
4903,2019-03-02 07:36:57,2019-03-02 07:44:51,2,1.6,8.0,1.13,0.0,12.43,yellow,credit card,Yorkville East,Central Park,Manhattan,Manhattan,0 days 00:07:54,7.9,7,Saturday,6
4904,2019-03-29 22:21:29,2019-03-29 22:27:37,1,0.5,5.5,0.0,0.0,9.3,yellow,cash,Midtown East,Midtown East,Manhattan,Manhattan,0 days 00:06:08,6.133333333333334,22,Friday,5
4905,2019-03-12 16:23:50,2019-03-12 16:27:07,5,0.56,4.5,0.0,0.0,8.8,yellow,cash,Clinton East,Clinton East,Manhattan,Manhattan,0 days 00:03:17,3.283333333333333,16,Tuesday,2
4906,2019-03-06 07:54:22,2019-03-06 08:21:38,1,7.1,25.5,4.32,0.0,33.12,yellow,credit card,Battery Park City,Midtown East,Manhattan,Manhattan,0 days 00:27:16,27.266666666666666,7,Wednesday,3
4907,2019-03-01 23:48:39,2019-03-02 00:01:19,1,1.3,9.5,2.65,0.0,15.95,yellow,credit card,Lower East Side,Greenwich Village North,Manhattan,Manhattan,0 days 00:12:40,12.666666666666666,23,Friday,5
4908,2019-03-16 23:51:42,2019-03-17 00:00:37,2,1.3,7.5,2.26,0.0,13.56,yellow,credit card,Union Sq,East Chelsea,Manhattan,Manhattan,0 days 00:08:55,8.916666666666666,23,Saturday,6
4909,2019-03-18 12:51:20,2019-03-18 12:56:42,1,0.9,6.0,1.85,0.0,11.15,yellow,credit card,Upper West Side South,Upper East Side North,Manhattan,Manhattan,0 days 00:05:22,5.366666666666666,12,Monday,1
4910,2019-03-18 16:01:41,2019-03-18 16:07:47,1,0.7,5.5,3.0,0.0,12.8,yellow,credit card,Lincoln Square East,Midtown North,Manhattan,Manhattan,0 days 00:06:06,6.1,16,Monday,1
4911,2019-03-06 01:15:46,2019-03-06 01:35:56,5,5.19,18.5,5.58,0.0,27.88,yellow,credit card,East Village,Bedford,Manhattan,Brooklyn,0 days 00:20:10,20.166666666666668,1,Wednesday,3
4912,2019-03-27 18:04:45,2019-03-27 18:11:07,2,0.55,5.5,5.0,0.0,14.8,yellow,credit card,Murray Hill,UN/Turtle Bay South,Manhattan,Manhattan,0 days 00:06:22,6.366666666666666,18,Wednesday,3
4913,2019-03-06 19:03:19,2019-03-06 19:21:08,1,7.4,22.5,5.0,5.76,37.56,yellow,credit card,LaGuardia Airport,Yorkville West,Queens,Manhattan,0 days 00:17:49,17.816666666666666,19,Wednesday,3
4914,2019-03-16 23:48:32,2019-03-16 23:56:33,1,1.69,7.5,1.76,0.0,10.56,yellow,credit card,East Williamsburg,Greenpoint,Brooklyn,Brooklyn,0 days 00:08:01,8.016666666666667,23,Saturday,6
4916,2019-03-02 20:26:20,2019-03-02 20:41:10,3,2.49,11.5,3.06,0.0,20.31,yellow,credit card,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan,0 days 00:14:50,14.833333333333334,20,Saturday,6
4917,2019-03-04 08:40:39,2019-03-04 09:12:57,1,16.3,52.0,12.2,5.76,73.26,yellow,credit card,Upper West Side South,South Ozone Park,Manhattan,Queens,0 days 00:32:18,32.3,8,Monday,1
4918,2019-03-07 11:13:54,2019-03-07 11:26:39,2,2.01,10.5,2.76,0.0,16.56,yellow,credit card,Morningside Heights,Upper West Side South,Manhattan,Manhattan,0 days 00:12:45,12.75,11,Thursday,4
4919,2019-03-06 14:41:16,2019-03-06 14:47:36,5,0.79,6.0,2.32,0.0,11.62,yellow,credit card,Greenwich Village South,Lower East Side,Manhattan,Manhattan,0 days 00:06:20,6.333333333333333,14,Wednesday,3
4920,2019-03-15 17:56:19,2019-03-15 18:01:59,1,1.0,5.5,2.0,0.0,9.3,yellow,credit card,Sunnyside,Sunnyside,Queens,Queens,0 days 00:05:40,5.666666666666667,17,Friday,5
4921,2019-03-08 15:28:20,2019-03-08 15:32:36,1,0.52,4.5,1.5,0.0,9.3,yellow,credit card,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan,0 days 00:04:16,4.266666666666667,15,Friday,5
4922,2019-03-06 09:50:00,2019-03-06 10:01:28,6,1.08,8.5,2.36,0.0,14.16,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan,0 days 00:11:28,11.466666666666667,9,Wednesday,3
4923,2019-03-08 20:17:01,2019-03-08 20:42:10,2,3.5,17.0,4.15,0.0,24.95,yellow,credit card,Financial District North,Midtown South,Manhattan,Manhattan,0 days 00:25:09,25.15,20,Friday,5
4924,2019-03-13 20:43:46,2019-03-13 21:01:08,1,1.7,11.5,0.0,0.0,15.3,yellow,cash,Lincoln Square East,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:17:22,17.366666666666667,20,Wednesday,3
